1585506900.0,849.0
1585506960.0,810.0
1585507020.0,791.0
1585507080.0,774.0
1585507140.0,806.0
1585507200.0,732.0
1585507260.0,794.0
1585507320.0,784.0
1585507380.0,720.0
1585507440.0,772.0
1585507500.0,738.0
1585507560.0,812.0
1585507620.0,754.0
1585507680.0,833.0
1585507740.0,791.0
1585507800.0,847.0
1585507860.0,809.0
1585507920.0,773.0
1585507980.0,821.0
1585508040.0,811.0
1585508100.0,796.0
1585508160.0,813.0
1585508220.0,834.0
1585508280.0,824.0
1585508340.0,773.0
1585508400.0,794.0
1585508460.0,754.0
1585508520.0,750.0
1585508580.0,773.0
1585508640.0,801.0
1585508700.0,798.0
1585508760.0,789.0
1585508820.0,817.0
1585508880.0,820.0
1585508940.0,745.0
1585509000.0,865.0
1585509060.0,840.0
1585509120.0,813.0
1585509180.0,824.0
1585509240.0,754.0
1585509300.0,836.0
1585509360.0,752.0
1585509420.0,778.0
1585509480.0,793.0
1585509540.0,851.0
1585509600.0,791.0
1585509660.0,784.0
1585509720.0,906.0
1585509780.0,794.0
1585509840.0,813.0
1585509900.0,800.0
1585509960.0,839.0
1585510020.0,794.0
1585510080.0,813.0
1585510140.0,804.0
1585510200.0,807.0
1585510260.0,777.0
1585510320.0,788.0
1585510380.0,773.0
1585510440.0,776.0
1585510500.0,812.0
1585510560.0,842.0
1585510620.0,788.0
1585510680.0,824.0
1585510740.0,822.0
1585510800.0,796.0
1585510860.0,762.0
1585510920.0,794.0
1585510980.0,816.0
1585511040.0,806.0
1585511100.0,805.0
1585511160.0,768.0
1585511220.0,772.0
1585511280.0,789.0
1585511340.0,791.0
1585511400.0,848.0
1585511460.0,857.0
1585511520.0,883.0
1585511580.0,804.0
1585511640.0,806.0
1585511700.0,782.0
1585511760.0,770.0
1585511820.0,791.0
1585511880.0,800.0
1585511940.0,756.0
1585512000.0,810.0
1585512060.0,772.0
1585512120.0,811.0
1585512180.0,776.0
1585512240.0,770.0
1585512300.0,801.0
1585512360.0,782.0
1585512420.0,722.0
1585512480.0,810.0
1585512540.0,772.0
1585512600.0,854.0
1585512660.0,757.0
1585512720.0,816.0
1585512780.0,822.0
1585512840.0,828.0
